"","CYA21V001","PERC_CYEA07V001","PERC_CYEA07V004","store_performance","TOT_NUM_LEADS","NUM_CONVERTED_TO_AGREEMENT","URBANICITY","NUM_EMP_PAY_TYPE_H","MARKETING_EXP_2012","AVG_PAY_RATE_PAY_TYPE_H","AVG_PAY_RATE_PAY_TYPE_S","FRONTAGE_ROAD","SQUARE_FEET","NUM_CUST_ACC_REPS","TOT_ATTRITION_2013","NUM_STORE_MANAGERS"
"207",86.86,0.7027556381,0.1395027624,"LOW",9561,518,"Emerging suburban",3,848.5,12.35,40000,"No",4000,4,0,1
"208",494.82,0.6901331672,0.0957090569,"LOW",12344,554,"Rural",4,827.13,10.8475,45000,"No",5000,10,4,1
"209",50.47,0.5039556916,0.189092041,"HIGH",11913,428,"Suburban",5,1807.05,10.74,50000,"No",4308,5,0,0
"210",73.97,0.5465393901,0.2018975451,"HIGH",8259,401,"Urban",3,1105.47,11.206666667,42000,"No",3652,8,4,2
"211",51.71,0.5856304399,0.1651963367,"HIGH",11861,370,"Urban",5,1088,10.808,43000,"No",3387,11,5,4
"212",105.59,0.2283197766,0.6412692565,"HIGH",12860,355,"Suburban",4,960.91,10.7125,49000,"No",4015,7,4,1
"213",76.91,0.7479961784,0.0788404485,"LOW",12690,392,"Suburban",5,1296.27,11.472,52000,"Yes",4583,9,2,0
"214",134.17,0.7714472823,0.0471009017,"HIGH",10303,462,"Emerging suburban",4,907.89,11.785,45000,"No",4640,4,0,0
"215",44.58,0.6492878117,0.0993063052,"LOW",9432,383,"Suburban",4,866.36,11.1575,44000,"Yes",4030,9,4,3
"216",129.92,0.826090663,0.0396624113,"LOW",9758,426,"Emerging suburban",4,2058.68,12.25,55000,"No",4125,3,0,2
"217",106.79,0.7514601067,0.0980654095,"LOW",10360,234,"Suburban",4,818.62,10.75,45000,"No",4844,7,6,5
"218",44.41,0.5666768697,0.1148922379,"LOW",7945,319,"Suburban",3,1594.77,11.29,41000,"Yes",6349,11,5,1
"219",42.03,0.5818635262,0.1641800004,"HIGH",9442,397,"Urban",5,470.35,11.004,46000,"Yes",4000,13,3,4
"220",32.09,0.6926740546,0.1272115704,"HIGH",10609,338,"Urban",4,831.34,11.5325,46000,"No",4000,12,0,0
"221",52.68,0.7356598838,0.0445522733,"LOW",11314,513,"Urban",4,1214.65,10.88,44000,"No",4364,7,0,1
"222",36.07,0.731888798,0.0969174162,"HIGH",14954,534,"Suburban",3,809.11,10.416666667,48000,"Yes",6500,11,9,1
"223",27.79,0.7218622639,0.0252388594,"LOW",10096,599,"Urban",4,664.25,11.49,50000,"No",5520,15,8,1
"224",50.34,0.6712187492,0.1118746792,"LOW",10418,489,"Urban",3,499.7,11.346666667,44000,"No",4700,11,8,2
"225",46.59,0.6518043817,0.083918026,"HIGH",16066,654,"Urban",5,1176.97,11.104,48000,"No",4744,7,1,2
"226",86.61,0.6459364057,0.1240670678,"HIGH",12332,441,"Suburban",5,359.49,10.722,48000,"No",4787,12,2,1
"227",47.41,0.4824701904,0.2257378631,"LOW",9606,339,"Suburban",4,862.54,10.625,41000,"No",4688,11,5,3
"228",45.49,0.5293941924,0.0951721422,"HIGH",13206,477,"Suburban",5,822.35,13.146,0,"Yes",4116,5,2,1
"229",54.92,0.5234443406,0.0316486392,"LOW",13367,353,"Urban",7,1087.8,13.115714286,0,"Yes",4300,9,3,1
"230",84.28,0.8045456645,0.0535717035,"LOW",12393,400,"Emerging suburban",5,1354.72,11.826,43000,"Yes",4175,13,5,1
"231",88.65,0.8617484283,0.0990811885,"LOW",8655,384,"Emerging suburban",3,882.76,10.083333333,46000.24,"Yes",3500,8,4,4
"232",42.58,0.6981917691,0.0175709694,"LOW",17912,628,"Urban",4,920.81,13.1925,45000,"Yes",4200,7,1,0
"233",65.44,0.814565594,0.0171501575,"LOW",12049,354,"Suburban",4,669.39,12.2275,42000,"Yes",4368,9,4,4
"234",99.03,0.6907868005,0.2288732699,"LOW",17658,538,"Suburban",5,670.01,12.34,55000,"Yes",2400,5,1,1
"235",94.95,0.6126205538,0.3321580421,"LOW",13303,456,"Emerging suburban",4,898.93,10.8125,45000,"Yes",4200,7,4,1
"236",107.16,0.8726934985,0.0684520124,"LOW",10446,260,"Emerging suburban",4,695.53,11.355,45000,"No",5250,3,0,2
"237",134.29,0.6773262325,0.1080971223,"LOW",10073,364,"Suburban",3,894.98,11.103333333,42000,"Yes",6760,9,5,4
"238",55.3,0.6581851319,0.178707256,"HIGH",14712,518,"Urban",5,1398.37,12.686,65000,"Yes",4663,5,1,1
"239",70.58,0.4563405245,0.4774986845,"LOW",10363,260,"Emerging suburban",4,1059.9,12.16,43000,"Yes",4500,7,7,2
"240",58.78,0.8705247442,0.0375050546,"LOW",12238,398,"Suburban",7,483.85,12.705714286,49992,"No",8250,7,3,2
"241",46.48,0.8590191565,0.0252713146,"LOW",7289,221,"Suburban",2,343.41,12.125,42000,"No",3400,7,2,1
"242",50.2,0.6434659694,0.0506743025,"HIGH",9244,301,"Suburban",4,781.4,13.87,49000,"No",6017,9,2,1
"243",65.84,0.6092898273,0.2252521375,"LOW",11253,419,"Suburban",4,1475.57,12.47,50000,"Yes",4000,7,2,1
"244",46.32,0.7670803662,0.1448897932,"LOW",10956,360,"Suburban",5,1243.08,12.412,45000,"Yes",4479,7,3,1
"245",116.79,0.3822081282,0.5727280314,"HIGH",8852,296,"Emerging suburban",3,1131.97,11.206666667,41500,"Yes",8460,3,0,2
"246",96,0.5200147984,0.4471328154,"HIGH",8490,327,"Emerging suburban",3,557.28,10.753333333,39000,"No",5860,7,1,3
"247",94.34,0.863305729,0.0569969428,"HIGH",14951,693,"Emerging suburban",3,550.47,11.36,50000,"No",4200,3,1,0
"248",148.71,0.9236267306,0.0231918828,"LOW",15356,553,"Emerging suburban",4,1127.6,12.595,42000,"No",4350,4,0,2
"249",80.03,0.8714416896,0.0677105988,"LOW",17771,552,"Emerging suburban",4,770.53,11.525,47000,"Yes",4000,10,2,2
"250",127.42,0.7847110006,0.1657551274,"HIGH",14375,376,"Emerging suburban",3,719.91,10.44,38000,"No",5000,8,0,5
"251",99.59,0.8334557923,0.1235202874,"LOW",17668,702,"Emerging suburban",4,486.28,12.02,48000,"Yes",8000,9,0,1
"252",35.17,0.5562537338,0.1271692111,"LOW",9730,422,"Suburban",4,829.53,11.7125,44000,"Yes",4178,10,4,1
"253",64.58,0.5653179191,0.1851908833,"HIGH",11256,347,"Urban",4,479.46,10.73,54997,"No",6222,7,2,2
"254",44.3,0.4463346616,0.2691750145,"HIGH",10426,376,"Suburban",4,850.41,11.0675,41000,"Yes",4300,9,6,4
"255",78.75,0.6753170311,0.0869923955,"LOW",15725,633,"Suburban",5,1833.14,11.538,53000,"No",5054,9,1,1
"256",61.74,0.766299885,0.0736236028,"HIGH",8719,394,"Suburban",4,1046.62,11.4075,49000,"No",6000,8,3,0
"257",117.29,0.9027513458,0.0186504268,"LOW",10267,462,"Emerging suburban",6,1301.87,10.655,41000,"No",5723,9,5,3
"258",105.24,0.7875142334,0.0611416407,"LOW",10142,505,"Emerging suburban",5,1182.68,11.51,42000,"No",5000,7,3,1
"259",68.27,0.5723404937,0.3781937303,"LOW",10174,277,"Suburban",5,527.26,11.93,43000,"No",5000,6,2,1
"260",111.56,0.4556815719,0.3984324207,"LOW",7595,270,"Emerging suburban",5,1418.15,10.228,40000,"Yes",4120,11,2,1
"261",79.02,0.8115530983,0.1079737201,"LOW",14724,512,"Emerging suburban",4,267.77,11.015,48000,"Yes",7500,6,2,2
"262",80.51,0.5521564737,0.3584620029,"HIGH",7177,319,"Suburban",2,760.51,10.71,38000,"Yes",4800,5,4,5
"263",54.77,0.7519482918,0.1229485996,"HIGH",11153,366,"Suburban",4,1296.69,10.735,45000,"Yes",4004,9,3,3
"264",39.61,0.812393004,0.1050546231,"HIGH",8050,279,"Suburban",3,361.32,10.286666667,39000,"Yes",4410,11,5,2
"265",73.03,0.7409494536,0.1661644166,"LOW",9632,339,"Suburban",2,970.73,13.035,42000,"Yes",4610,6,1,1
"266",67.15,0.7059921978,0.1699761495,"LOW",14152,617,"Suburban",3,964.6,11.043333333,50000,"Yes",5044,9,2,1
"267",39.05,0.9635664772,0.0084102631,"LOW",11718,368,"Emerging suburban",3,584.23,10.583333333,42000,"Yes",4000,9,6,2
"268",85.73,0.8608479186,0.0818199763,"HIGH",12747,423,"Emerging suburban",3,1048.7,10.603333333,43000,"No",3800,5,3,1
"269",110.33,0.9097359478,0.0250757177,"LOW",8487,341,"Suburban",4,870.41,10.965,51000,"Yes",4890,3,1,3
"270",49.74,0.5699018573,0.307984155,"HIGH",11902,327,"Urban",4,1182.32,11.39,46000,"No",6300,7,2,2
"271",68.99,0.4843636045,0.0918857026,"LOW",15337,699,"Urban",4,512.2,10.9425,45000,"No",2953,6,1,1
"272",75.74,0.5058630025,0.2063934271,"LOW",14356,486,"Suburban",5,1434.38,13.136,0,"Yes",3300,6,2,2
"273",112.7,0.5181098496,0.0332740104,"LOW",15445,531,"Emerging suburban",5,836.76,13.154,0,"Yes",3500,7,2,2
"274",79.83,0.6818698042,0.2371598601,"LOW",11091,410,"Suburban",4,422.71,10.5275,44000,"No",3400,5,2,1
"275",54.24,0.5493513125,0.3531753537,"HIGH",10813,377,"Suburban",4,872.65,11.5225,43000,"Yes",3900,4,1,1
"276",58.61,0.6117736152,0.2446145564,"LOW",7779,448,"Suburban",5,542.14,11.678,39000,"Yes",5166,5,3,1
"277",80.99,0.8459014601,0.0120850878,"LOW",12586,414,"Emerging suburban",3,1566.95,10.756666667,43000,"Yes",3960,9,3,3
"278",76.89,0.6260772673,0.3156153699,"LOW",10221,381,"Emerging suburban",4,503.39,11.1625,42000,"No",5400,7,1,2
"279",102.83,0.9117904987,0.0240708821,"LOW",13470,525,"Emerging suburban",3,662.33,11.043333333,42000,"Yes",4200,8,1,2
"280",65.81,0.8304965908,0.0970318359,"HIGH",11430,450,"Suburban",4,597.12,11.31,44000,"No",3600,6,2,2
"281",92.9,0.8342757042,0.0250971278,"LOW",12864,420,"Emerging suburban",4,496.92,11.6625,42000,"No",5353,13,6,2
"282",65.06,0.4956462768,0.3854948402,"HIGH",7183,291,"Suburban",4,900.16,12.63,47000,"No",4300,2,1,2
"283",77.75,0.6175442944,0.256143394,"HIGH",13127,376,"Suburban",4,824.16,13.13,48000,"No",4000,6,0,2
"284",114.44,0.5820047622,0.3167865832,"LOW",6053,330,"Emerging suburban",5,511.22,11.138,43000,"Yes",4964,10,2,5
"285",87.23,0.6266360984,0.2913575101,"HIGH",11103,465,"Emerging suburban",4,286.94,11.845,46000,"Yes",4144,11,2,0
"286",21.42,0.2526732589,0.4689619638,"HIGH",15677,364,"Superurban",5,1078.34,12.578,0,"No",4086,7,2,1
"287",94.22,0.885327522,0.0270734578,"LOW",14695,588,"Emerging suburban",4,656.31,10.52,46000,"No",4200,17,5,0
"288",141.79,0.7092613394,0.1509083162,"LOW",11551,389,"Emerging suburban",4,1177.55,10.44,39000,"Unable to determine",5040,10,3,1
"289",121.32,0.8890973375,0.0327224186,"HIGH",11734,533,"Emerging suburban",5,709.44,10.532,39000,"No",5046,6,1,3
"290",58.3,0.5936304898,0.2006092717,"HIGH",14720,427,"Suburban",5,1296.53,13.324,47000,"No",10000,7,3,4
"291",174.73,0.6345458054,0.2462733369,"LOW",9991,398,"Emerging suburban",4,1349.63,10.5,43000,"No",5550,15,7,1
"292",59.79,0.6488274527,0.1585305508,"HIGH",16833,610,"Suburban",4,937.44,11.04,54000,"Yes",5788,11,5,1
"293",95.26,0.680012259,0.1642427282,"LOW",10348,446,"Emerging suburban",4,919.48,11.2425,48000,"Yes",3200,8,5,3
"294",70.78,0.4944954338,0.2982231276,"LOW",11069,365,"Suburban",4,775.8,11.005,44000,"No",4150,6,1,3
"295",65.33,0.8853882089,0.0044822896,"HIGH",18329,774,"Suburban",6,1021.67,11.686666667,57000,"Yes",3880,7,3,1
"296",159.56,0.8501621479,0.0138101436,"HIGH",12266,513,"Emerging suburban",4,929.04,11.53,45000,"Yes",4000,9,2,2
"297",32.9,0.9168951185,0.002188716,"LOW",13375,510,"Emerging suburban",5,973.85,10.958,48000,"No",4964,16,7,2
"298",63.28,0.8412739357,0.0088854984,"LOW",12232,427,"Suburban",4,1403.08,12.03,47000,"No",5000,8,1,1
"299",87.49,0.7446426096,0.0285126831,"HIGH",8497,454,"Urban",6,1370.34,11.003333333,49000,"No",5135,13,4,1
"300",56.94,0.4805245373,0.4033318964,"LOW",10666,312,"Emerging suburban",4,561.97,11.0875,44000,"No",4000,12,6,3
"301",69.75,0.7072463768,0.2288189239,"HIGH",10022,438,"Emerging suburban",3,428.7,13.293333333,50000,"Yes",5500,3,0,1
"302",100.26,0.9017798004,0.0277973634,"HIGH",11036,439,"Emerging suburban",4,947.38,11.3175,42000,"No",4000,6,1,1
"303",29.57,0.6578669609,0.2510689049,"LOW",10067,407,"Urban",4,878.11,11.01,46000,"Yes",4370,10,2,1
"304",61.89,0.8392478503,0.1103321333,"LOW",15540,455,"Suburban",4,827.4,11.77,47000,"No",6300,6,1,1
"305",100.45,0.8610089333,0.1017983301,"HIGH",12790,605,"Emerging suburban",4,366.17,11.2775,45000,"No",3600,5,2,0
"306",102.95,0.8560882389,0.0848705911,"LOW",12926,408,"Emerging suburban",4,384.33,11.8825,44000,"No",5000,7,3,1
"307",50.65,0.5307842578,0.3734607871,"LOW",10929,420,"Suburban",3,1312.2,10.326666667,39000,"Yes",5000,7,2,3
"308",116.25,0.7077767176,0.1241889313,"LOW",11820,460,"Emerging suburban",3,206.34,15.083333333,50000,"Yes",8000,7,0,0
"309",142.98,0.515505618,0.4606741573,"LOW",10449,458,"Emerging suburban",4,631.76,10.22,50000,"No",4095,8,0,1
"310",98.52,0.7772023916,0.1172022684,"LOW",13317,461,"Suburban",3,668.1,10.81,43000,"Yes",5135,9,4,1
"311",70.02,0.7392860057,0.090915939,"LOW",9906,222,"Suburban",4,1269.01,11.9975,40000,"No",4200,11,2,1
"312",39.06,0.8710795285,0.0628822492,"HIGH",11400,365,"Suburban",4,1739.97,11.1925,50000,"Yes",5000,9,2,0
"313",69.47,0.6389434591,0.095067856,"HIGH",12332,408,"Suburban",5,1197.18,11.46,53000,"No",3750,5,3,1
"314",47.54,0.646203316,0.1086719143,"LOW",13045,329,"Suburban",4,825,12.305,48866.99,"Yes",3500,4,2,0
"315",72.01,0.9483855018,0.0246947493,"LOW",15942,659,"Emerging suburban",4,841.35,11.95,49000,"Yes",4520,6,2,1
"316",53.94,0.8984208593,0.065883217,"LOW",14154,653,"Emerging suburban",4,999.43,12.835,42000,"No",3500,5,1,2
"317",47.68,0.8767742404,0.0802628235,"LOW",14676,608,"Emerging suburban",4,1064.42,11.515,46000,"Yes",5300,3,1,0
"318",67.43,0.8481906443,0.0373948994,"LOW",10464,366,"Emerging suburban",4,503.74,11.0775,44000,"No",7200,8,4,1
"319",78.05,0.7850125137,0.0289159617,"HIGH",9431,321,"Emerging suburban",4,761.73,11.8125,45000,"No",6600,8,2,1
"320",71.25,0.8485985161,0.0968123111,"LOW",9948,297,"Emerging suburban",3,740.21,11.676666667,42000,"No",5300,4,1,4
"321",46.65,0.6758460137,0.2616080165,"HIGH",9488,358,"Suburban",5,1041.24,12.01,52000,"Yes",6000,9,3,2
"322",51.15,0.7050473901,0.1430169456,"HIGH",7688,276,"Suburban",4,1072.42,13.2375,48000,"No",4000,5,2,2
"323",61.81,0.8682608863,0.0456762153,"HIGH",12141,436,"Suburban",4,872.53,10.7525,41000,"Yes",4400,11,2,3
"324",93.73,0.935178423,0.0211790778,"LOW",16851,655,"Emerging suburban",4,1277.81,11.5275,42000,"Yes",4200,3,0,2
"325",88.62,0.9695476937,0.0082237512,"LOW",17252,632,"Emerging suburban",4,330.14,10.7925,45000,"Yes",5398,5,3,2
"326",94.95,0.860186984,0.0547191193,"HIGH",9252,351,"Emerging suburban",4,2762.99,10.9,44000,"Yes",4000,6,1,1
"327",73.51,0.9534182233,0.0182922888,"HIGH",15446,680,"Emerging suburban",6,2889.8,12.365,60000,"No",4006,12,2,0
"328",111.47,0.7614618278,0.0353258107,"HIGH",21304,628,"Emerging suburban",10,1683.62,14.282,0,"Yes",5600,8,0,1
"329",52.81,0.6959498364,0.0239238688,"HIGH",20725,736,"Suburban",6,2370.67,14.97,0,"Unable to determine",5500,11,1,2
"330",140.75,0.7061089187,0.0089344909,"HIGH",22722,856,"Emerging suburban",6,2606.78,13.645,0,"Yes",4332,10,3,0
"331",123.06,0.7227665706,0.0280324862,"LOW",18235,1065,"Emerging suburban",10,1405.65,13.849,0,"Yes",4950,12,1,1
"332",77.05,0.6017875772,0.0276261937,"HIGH",16569,668,"Suburban",7,1071.67,13.168571429,0,"Yes",6000,3,1,1
"333",62.66,0.627485281,0.2902305291,"LOW",11207,511,"Suburban",4,517.87,11.755,44000,"Yes",7000,4,2,1
"334",66.96,0.6063259834,0.3039491839,"HIGH",9393,491,"Suburban",3,467.68,11.033333333,48000,"No",4000,6,1,0
"335",92.89,0.8138599063,0.0229657095,"HIGH",6695,251,"Emerging suburban",3,236.04,10.7,39000,"No",6137,6,3,3
"336",56.12,0.6087926161,0.0952073397,"LOW",8882,342,"Urban",3,628.39,11.846666667,50000,"Yes",6000,10,4,4
"337",95.52,0.7071662487,0.1467650096,"HIGH",9128,281,"Suburban",3,656.25,13.086666667,43000,"Yes",7436,3,4,2
"338",42.83,0.1444308397,0.7880261158,"LOW",10934,428,"Urban",4,931.12,13.875,45000,"No",3120,7,1,1
"339",86.74,0.4417488213,0.4852657523,"LOW",13228,257,"Suburban",4,535.07,11.9925,46000,"Yes",3980,8,0,1
"340",118.38,0.6308571908,0.3221035563,"LOW",9749,372,"Emerging suburban",5,466.3,10.476,41000,"No",10000,11,6,4
"341",109.8,0.4543637082,0.5161417712,"HIGH",7494,351,"Emerging suburban",3,973.75,10.22,39000,"Yes",4000,7,5,4
"342",72.35,0.541219465,0.2261765954,"LOW",10898,311,"Urban",4,1505.09,11.645,47000,"Yes",4900,11,6,3
"343",45.42,0.5898645876,0.0593903878,"HIGH",15093,367,"Suburban",4,754.08,12.1375,56000,"Yes",4200,11,5,1
"344",64.72,0.3791757977,0.529760314,"LOW",10321,319,"Suburban",4,377.68,11.69,44000,"Yes",4900,8,3,2
"345",65.5,0.8615926376,0.0219273566,"HIGH",18224,511,"Suburban",4,487.18,11.095,44000,"No",4200,3,0,2
"346",96.5,0.6097738132,0.0838922747,"LOW",21220,655,"Suburban",5,1222.11,12.296,59000,"Yes",3540,6,1,0
"347",159.09,0.6755061848,0.0414795107,"LOW",16894,539,"Emerging suburban",4,1087.74,11.3925,47000,"Yes",4830,2,0,1
"348",123.65,0.7349071473,0.0201637772,"HIGH",14210,631,"Emerging suburban",5,1283.59,10.74,59000,"Yes",7182,4,3,1
"349",28.96,0.7412703423,0.0496813062,"HIGH",14671,424,"Urban",2,3300.79,10.75,46000,"Yes",3404,3,4,2
"350",390.77,0.8036960713,0.0071129429,"LOW",11946,290,"Emerging suburban",3,719.76,12.483333333,47000,"Yes",3280,4,5,3
"351",171.34,0.8846835415,0.0099323984,"HIGH",14395,403,"Emerging suburban",4,403.49,10.6675,49000,"Yes",3356,14,5,3
"352",108.56,0.7151379816,0.0037328356,"HIGH",17501,327,"Emerging suburban",3,916.64,10.333333333,40000,"Yes",3760,7,2,3
"353",42.14,0.6784398446,0.0540594855,"HIGH",9472,358,"Urban",4,1369.44,11.1825,44000,"No",4500,9,0,5
"354",195.46,0.8826069959,0.0081352272,"LOW",13821,371,"Emerging suburban",4,774.87,10.855,43000,"Yes",4200,8,2,3
"355",399.91,0.8273449319,0.0132847958,"HIGH",16593,415,"Emerging suburban",5,1938.98,12.198,49000,"No",4238,9,1,3
"356",156.62,0.7498218241,0.0833092555,"HIGH",15076,294,"Emerging suburban",3,2260.82,10,38000,"Yes",6000,15,5,3
"357",45.59,0.7261157938,0.0388420616,"HIGH",13463,282,"Suburban",3,1174.04,10.22,45000,"No",4200,6,4,2
"358",172.88,0.6001905367,0.04055939,"LOW",13096,368,"Urban",4,841.98,10.635,46000,"Yes",5000,4,1,1
"359",98.29,0.6001940055,0.0738205027,"HIGH",16468,754,"Urban",6,1081.42,13.281666667,0,"Yes",4700,5,0,0
"360",42.98,0.534875743,0.1041407739,"HIGH",17195,499,"Urban",7,850.05,12.902857143,0,"Yes",4840,5,2,2
"361",211.75,0.5632108486,0.1182664667,"HIGH",11322,587,"Emerging suburban",5,1213.11,13.782,0,"No",4050,6,1,2
"362",31.93,0.6378945131,0.0473985104,"LOW",10934,410,"Urban",5,1125.65,12.346,0,"No",4200,5,6,2
"363",106.66,0.4322609922,0.1774344708,"LOW",15947,444,"Suburban",7,2555.73,12.93,0,"Yes",4033,7,0,2
"364",58.78,0.4849073521,0.0698287683,"LOW",23735,751,"Urban",6,1273.04,15.186666667,0,"No",4800,5,3,0
"365",38.2,0.5696278092,0.0840842557,"LOW",9640,306,"Urban",6,1448.74,10.866666667,0,"No",3374,7,4,4
"366",43.33,0.3882645985,0.0791983923,"LOW",10166,398,"Urban",4,2257.62,10.9375,0,"No",4140,7,4,2
"367",34.01,0.5924253097,0.0719465344,"HIGH",12560,368,"Urban",4,1779.15,11.875,0,"No",4019,6,3,2
"368",72.99,0.4918998916,0.2096778456,"LOW",15955,621,"Suburban",6,1835.62,13.753333333,0,"No",4530,5,1,1
"369",19.95,0.3425327134,0.1469803428,"HIGH",11691,381,"Superurban",4,742.36,13.73,0,"No",3830,6,2,1
"370",99.86,0.606297757,0.0290327124,"LOW",17209,575,"Suburban",5,1001.19,13.8,0,"No",4400,3,1,1
"371",70.91,0.5436492114,0.0591440723,"HIGH",12986,469,"Suburban",5,893.18,12.198,0,"No",4980,4,0,2
"372",49.06,0.5860105019,0.0251488464,"HIGH",11788,519,"Suburban",5,822.01,12.99,0,"Yes",5100,6,2,4
"373",39.21,0.5251495901,0.0528487487,"LOW",18185,603,"Urban",6,2556.25,14.26,0,"No",5456,5,1,1
"374",44.66,0.4380257872,0.1631001734,"HIGH",14666,387,"Suburban",5,1084.96,13.988,0,"Yes",5167,8,1,3
"375",14.76,0.5784261117,0.0457048201,"HIGH",15651,549,"Superurban",5,2217.62,14.462,0,"No",3304,4,0,2
"376",77.32,0.4644826864,0.150054105,"LOW",14705,454,"Suburban",8,778.33,13.36375,0,"Yes",4255,7,0,2
"377",31.78,0.6671732064,0.0903720551,"LOW",13530,402,"Suburban",5,1708.71,12.334,0,"No",4395,4,2,5
"378",36.44,0.4359345286,0.1438811501,"LOW",13956,495,"Urban",5,2018.56,14.33,0,"Yes",4800,9,5,3
"379",27.64,0.6195836835,0.0589423988,"HIGH",21745,535,"Urban",6,628.35,13.416666667,0,"Yes",4000,9,6,2
"380",72.46,0.4914365487,0.1346852609,"LOW",26426,750,"Urban",6,1683.35,15.363333333,0,"Yes",4000,4,1,1
"381",18.95,0.2628693855,0.208956473,"LOW",12727,305,"Urban",5,2724.19,13.138,0,"No",4800,8,1,1
"382",51.18,0.4320969352,0.1408268351,"LOW",14201,398,"Urban",5,1109.67,13.124,0,"No",3080,8,2,1
"383",21.15,0.5229214178,0.1042914847,"LOW",15985,370,"Superurban",5,432.13,13.196,0,"No",3808,10,3,0
"384",16.55,0.2563649517,0.0301970005,"HIGH",17905,617,"Superurban",5,1638.49,14.052,0,"No",7000,17,6,1
"385",26.23,0.3981695687,0.1054165972,"HIGH",19416,670,"Urban",5,1233.11,12.956,0,"No",3300,4,2,1
"386",40.55,0.4705415001,0.0203921179,"HIGH",17247,674,"Urban",5,1752.67,13.62,0,"No",6140,7,2,2
"387",41.11,0.7024135969,0.0162717301,"LOW",16390,469,"Emerging suburban",6,918.48,12.435,0,"Yes",4200,8,2,2
"388",52.76,0.3428171603,0.1995247046,"LOW",14268,313,"Suburban",5,1073.4,13.502,0,"No",4320,6,1,1
"389",59.62,0.7594893308,0.0146827478,"LOW",20753,747,"Emerging suburban",6,1143.14,14.72,0,"Yes",3600,9,0,0
"390",47.8,0.5671230673,0.1056155377,"LOW",16798,746,"Suburban",6,742.85,15.145,0,"Yes",3200,7,1,1
"391",125.76,0.6554384716,0.0235029426,"LOW",15764,675,"Suburban",7,1837.33,12.072857143,0,"No",6100,8,2,3
"392",108.51,0.6337540085,0.0147236302,"HIGH",16074,482,"Emerging suburban",4,876.05,12.885,0,"No",4800,6,3,1
"393",72.36,0.6043407562,0.2927406796,"LOW",13055,431,"Suburban",4,1196.56,10.75,42000,"Yes",4988,8,2,3
"394",80.04,0.5954419605,0.3007682152,"LOW",9780,343,"Suburban",4,700.7,10.8875,44000,"Yes",3942,10,1,2
"395",58.88,0.3705670599,0.5712745482,"HIGH",9920,321,"Suburban",4,706.09,11.32,45000,"Yes",3700,5,0,2
"396",53.67,0.7633841886,0.1343174163,"HIGH",11344,510,"Suburban",4,240.45,11.01,43000,"No",8090,6,1,1
"397",126.2,0.6766679511,0.1462387949,"LOW",13647,414,"Suburban",4,739.94,12.165,52000,"Yes",5325,7,1,0
"398",71.94,0.688745595,0.2295868636,"HIGH",10156,242,"Suburban",4,357,11.0825,45000,"Yes",6958,13,3,2
"399",65.87,0.8093930544,0.1340708526,"HIGH",16792,611,"Emerging suburban",5,260.29,10.986,0,"No",4200,8,4,2
"400",113.62,0.8716089027,0.0233824235,"LOW",12746,427,"Emerging suburban",4,418.84,10.37,51000,"No",4000,6,0,1
"401",61.18,0.5597275923,0.2797530614,"LOW",12813,514,"Suburban",4,418.73,11.625,50000,"Yes",5882,7,3,1
"402",103.65,0.8347030547,0.0661789237,"HIGH",14712,446,"Suburban",2,773.28,13.67,48000,"Yes",4084,5,3,1
"403",75.24,0.6390459784,0.2188606392,"HIGH",14301,552,"Suburban",5,512.59,11.238,45000,"No",5600,11,2,1
"404",39.43,0.5335010397,0.373024712,"LOW",12349,415,"Suburban",4,400.79,11.245,43000,"Yes",3580,4,0,1
"405",124.18,0.9349016725,0.0158794339,"LOW",13411,358,"Emerging suburban",3,891.53,12.003333333,43000,"Yes",4800,8,1,1
"406",63.23,0.9394553002,0.0352333705,"LOW",11158,566,"Emerging suburban",4,1334.83,12.0475,45000,"Yes",4800,6,0,1
"407",49.2,0.4612491825,0.45168841,"HIGH",10343,343,"Suburban",3,368.53,13.896666667,44000,"Yes",5100,5,1,2
"408",31.54,0.7773945277,0.0333953921,"HIGH",9713,304,"Urban",3,1109.71,12.526666667,44000,"Yes",4850,10,4,3
"409",15.86,0.4698582952,0.1225114454,"LOW",12373,532,"Superurban",4,510.32,11.84,46000,"No",5412,7,3,2
"410",31.76,0.5348329184,0.0928970232,"LOW",12301,494,"Urban",5,245.31,12.04,44000,"Yes",2960,9,6,0
"411",70.81,0.7405452694,0.0622929425,"HIGH",10975,542,"Suburban",4,1281.72,11.8625,49992.8,"Yes",6000,5,0,2
"412",35.81,0.5112191842,0.1467548185,"HIGH",16229,606,"Urban",5,168.51,12.258,0,"No",4667,8,1,1
"413",35.46,0.5710493561,0.3379035741,"LOW",10006,442,"Urban",4,482.32,11.9325,45000,"Yes",4200,7,0,2
"414",53.93,0.8686241265,0.0705287677,"LOW",13866,320,"Emerging suburban",3,476.5,11.533333333,41000,"No",4021,6,2,2
"415",56.05,0.7357016881,0.2053953857,"LOW",11438,478,"Emerging suburban",5,368.89,11.178,44000,"Yes",3650,12,2,1
"416",110.39,0.887414782,0.0518991451,"HIGH",11059,310,"Suburban",3,870.8,11.09,41000,"Yes",4200,7,5,3
